,Unnamed: 0, ,PLAYER,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
7757,288,,Nikola Jokić,Jokic REBOUND (Off:0 Def:5),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",1,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/251/1714d5e5-d5c7-40dc-af66-892ab3735196_1280x720.mp4
7758,289,,Nikola Jokić,Jokic REBOUND (Off:0 Def:6),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",2,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/251/1714d5e5-d5c7-40dc-af66-892ab3735196_1280x720.mp4
7759,290,,Nikola Jokić,Jokic REBOUND (Off:0 Def:7),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",2,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/251/1714d5e5-d5c7-40dc-af66-892ab3735196_1280x720.mp4
7760,291,,Nikola Jokić,Jokic REBOUND (Off:0 Def:8),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",2,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/251/1714d5e5-d5c7-40dc-af66-892ab3735196_1280x720.mp4
7761,292,,Nikola Jokić,Jokic REBOUND (Off:0 Def:9),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",3,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7762,293,,Nikola Jokić,Jokic REBOUND (Off:0 Def:10),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",3,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7763,294,,Nikola Jokić,Jokic REBOUND (Off:0 Def:11),Def,CHA @ DEN,CHA,DEN,"Monday, January 1",3,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7764,295,,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",1,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7765,296,,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",1,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7766,297,,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7767,298,,Nikola Jokić,Jokic REBOUND (Off:1 Def:4),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/01/0022300123/528/1a09f104-5357-7ee7-8dbf-c51baf178c2e_1280x720.mp4
7768,299,,Nikola Jokić,Jokic REBOUND (Off:1 Def:5),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7769,300,,Nikola Jokić,Jokic REBOUND (Off:1 Def:6),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7770,301,,Nikola Jokić,Jokic REBOUND (Off:2 Def:7),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",4,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7771,302,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,ORL @ DEN,ORL,DEN,"Friday, January 5",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7772,303,,Nikola Jokić,Jokic REBOUND (Off:0 Def:2),Def,ORL @ DEN,ORL,DEN,"Friday, January 5",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7773,304,,Nikola Jokić,Jokic REBOUND (Off:0 Def:3),Def,ORL @ DEN,ORL,DEN,"Friday, January 5",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7774,305,,Nikola Jokić,Jokic REBOUND (Off:0 Def:4),Def,ORL @ DEN,ORL,DEN,"Friday, January 5",4,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7775,306,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,DET @ DEN,DET,DEN,"Sunday, January 7",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7776,307,,Nikola Jokić,Jokic REBOUND (Off:0 Def:2),Def,DET @ DEN,DET,DEN,"Sunday, January 7",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7777,308,,Nikola Jokić,Jokic REBOUND (Off:0 Def:3),Def,DET @ DEN,DET,DEN,"Sunday, January 7",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7778,309,,Nikola Jokić,Jokic REBOUND (Off:0 Def:4),Def,DET @ DEN,DET,DEN,"Sunday, January 7",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7779,310,,Nikola Jokić,Jokic REBOUND (Off:0 Def:5),Def,DET @ DEN,DET,DEN,"Sunday, January 7",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7780,311,,Nikola Jokić,Jokic REBOUND (Off:0 Def:6),Def,DET @ DEN,DET,DEN,"Sunday, January 7",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/70/109eff28-3aab-7adc-8dac-5a7da837b353_1280x720.mp4
7781,312,,Nikola Jokić,Jokic REBOUND (Off:0 Def:7),Def,DET @ DEN,DET,DEN,"Sunday, January 7",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7782,313,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7783,314,,Nikola Jokić,Jokic REBOUND (Off:0 Def:2),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7784,315,,Nikola Jokić,Jokic REBOUND (Off:0 Def:3),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7785,316,,Nikola Jokić,Jokic REBOUND (Off:0 Def:4),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7786,317,,Nikola Jokić,Jokic REBOUND (Off:0 Def:5),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7787,318,,Nikola Jokić,Jokic REBOUND (Off:0 Def:6),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7788,319,,Nikola Jokić,Jokic REBOUND (Off:0 Def:7),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7789,320,,Nikola Jokić,Jokic REBOUND (Off:0 Def:8),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7790,321,,Nikola Jokić,Jokic REBOUND (Off:0 Def:9),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7791,322,,Nikola Jokić,Jokic REBOUND (Off:0 Def:10),Def,DEN @ UTA,DEN,UTA,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7792,323,,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",1,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7793,324,,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",2,https://videos.nba.com/nba/pbp/media/2023/11/04/0022300139/366/2cb56588-a452-2616-0d00-425908f739d1_1280x720.mp4
7794,325,,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7795,326,,Nikola Jokić,Jokic REBOUND (Off:3 Def:4),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7796,327,,Nikola Jokić,Jokic REBOUND (Off:3 Def:5),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7797,328,,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7798,329,,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),Def,NOP @ DEN,NOP,DEN,"Friday, January 12",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7799,330,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7800,331,,Nikola Jokić,Jokic REBOUND (Off:0 Def:2),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7801,332,,Nikola Jokić,Jokic REBOUND (Off:0 Def:3),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7802,333,,Nikola Jokić,Jokic REBOUND (Off:0 Def:4),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7803,334,,Nikola Jokić,Jokic REBOUND (Off:0 Def:5),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7804,335,,Nikola Jokić,Jokic REBOUND (Off:0 Def:6),Def,IND @ DEN,IND,DEN,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7805,336,,Nikola Jokić,Jokic REBOUND (Off:0 Def:7),Def,IND @ DEN,IND,DEN,"Sunday, January 14",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7806,337,,Nikola Jokić,Jokic REBOUND (Off:1 Def:8),Def,IND @ DEN,IND,DEN,"Sunday, January 14",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/11/5e064708-807d-76b8-287f-f4ae45a46259_1280x720.mp4
7807,338,,Nikola Jokić,Jokic REBOUND (Off:2 Def:9),Def,IND @ DEN,IND,DEN,"Sunday, January 14",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7808,339,,Nikola Jokić,Jokic REBOUND (Off:5 Def:1),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7809,340,,Nikola Jokić,Jokic REBOUND (Off:7 Def:2),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7810,341,,Nikola Jokić,Jokic REBOUND (Off:10 Def:3),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7811,342,,Nikola Jokić,Jokic REBOUND (Off:11 Def:4),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7812,343,,Nikola Jokić,Jokic REBOUND (Off:11 Def:5),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/268/62bb50de-3698-80ad-93d7-84bc6be5798a_1280x720.mp4
7813,344,,Nikola Jokić,Jokic REBOUND (Off:11 Def:6),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7814,345,,Nikola Jokić,Jokic REBOUND (Off:11 Def:7),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7815,346,,Nikola Jokić,Jokic REBOUND (Off:11 Def:8),Def,DEN @ PHI,DEN,PHI,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7816,347,,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7817,348,,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",1,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7818,349,,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7819,350,,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7820,351,,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",2,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7821,352,,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7822,353,,Nikola Jokić,Jokic REBOUND (Off:2 Def:7),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",3,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7823,354,,Nikola Jokić,Jokic REBOUND (Off:2 Def:8),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7824,355,,Nikola Jokić,Jokic REBOUND (Off:2 Def:9),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7825,356,,Nikola Jokić,Jokic REBOUND (Off:2 Def:10),Def,DEN @ BOS,DEN,BOS,"Friday, January 19",4,https://videos.nba.com/nba/pbp/media/2023/11/06/0022300156/432/a9d61266-434a-b0b2-31f1-bfffcc606bf8_1280x720.mp4
7826,357,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",1,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7827,358,,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",2,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7828,359,,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",2,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7829,360,,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",2,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7830,361,,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7831,362,,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/227/1974fade-6cd7-d8cc-e62d-11b7efd3ad63_1280x720.mp4
7832,363,,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7833,364,,Nikola Jokić,Jokic REBOUND (Off:4 Def:8),Def,DEN @ WAS,DEN,WAS,"Sunday, January 21",4,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7834,365,,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",1,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7835,366,,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",2,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7836,367,,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",2,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7837,368,,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/329/daab4c2d-b6bc-df06-5206-a051ed3cf3fa_1280x720.mp4
7838,369,,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7839,370,,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7840,371,,Nikola Jokić,Jokic REBOUND (Off:2 Def:7),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7841,372,,Nikola Jokić,Jokic REBOUND (Off:2 Def:8),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7842,373,,Nikola Jokić,Jokic REBOUND (Off:2 Def:9),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",3,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7843,374,,Nikola Jokić,Jokic REBOUND (Off:2 Def:10),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",4,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7844,375,,Nikola Jokić,Jokic REBOUND (Off:2 Def:11),Def,DEN @ IND,DEN,IND,"Tuesday, January 23",4,https://videos.nba.com/nba/pbp/media/2023/11/08/0022300169/392/589d966c-03ba-2358-3f27-acf9a2409726_1280x720.mp4
7845,376,,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7846,377,,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7847,378,,Nikola Jokić,Jokic REBOUND (Off:4 Def:3),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7848,379,,Nikola Jokić,Jokic REBOUND (Off:4 Def:4),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7849,380,,Nikola Jokić,Jokic REBOUND (Off:4 Def:5),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7850,381,,Nikola Jokić,Jokic REBOUND (Off:4 Def:6),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7851,382,,Nikola Jokić,Jokic REBOUND (Off:4 Def:7),Def,DEN @ NYK,DEN,NYK,"Thursday, January 25",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7852,383,,Nikola Jokić,Jokic REBOUND (Off:0 Def:1),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7853,384,,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7854,385,,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7855,386,,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7856,387,,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/8/9dc83c73-765e-29ff-d71f-0971a214f855_1280x720.mp4
7857,388,,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/352/9f5ca981-f51a-6117-e655-ef92cec72f89_1280x720.mp4
7858,389,,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/352/9f5ca981-f51a-6117-e655-ef92cec72f89_1280x720.mp4
7859,390,,Nikola Jokić,Jokic REBOUND (Off:3 Def:8),Def,PHI @ DEN,PHI,DEN,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300182/352/9f5ca981-f51a-6117-e655-ef92cec72f89_1280x720.mp4
