, ,PLAYER,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
92,,Victor Wembanyama,MISS Merrill 25' 3PT Jump Shot,SAS @ CLE,SAS,CLE,"Sunday, January 7",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300497/233/3b1c5b93-09ae-d441-3c6d-71589882e13d_1280x720.mp4
93,,Victor Wembanyama,MISS Merrill 2' Driving Reverse Layup,SAS @ CLE,SAS,CLE,"Sunday, January 7",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300497/505/81f38e3a-d1f4-3ad8-6214-ff55df8cfdc3_1280x720.mp4
94,,Victor Wembanyama,MISS Allen 6' Layup,SAS @ CLE,SAS,CLE,"Sunday, January 7",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300497/625/275bcee0-0183-5c41-e05a-08a5b13d6a57_1280x720.mp4
95,,Victor Wembanyama,MISS LeVert 1' Cutting Layup Shot,SAS @ CLE,SAS,CLE,"Sunday, January 7",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300497/665/2f9fd007-8eec-b46a-5fc1-d8dd734627b0_1280x720.mp4
96,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),CHA @ SAS,CHA,SAS,"Friday, January 12",2,https://videos.nba.com/nba/pbp/media/2024/01/12/0022300541/220/b6360e5a-ac08-70f6-9944-720a1078bc64_1280x720.mp4
97,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),CHA @ SAS,CHA,SAS,"Friday, January 12",2,https://videos.nba.com/nba/pbp/media/2024/01/12/0022300541/250/05a7f6e5-dd58-f962-f089-b7747b964620_1280x720.mp4
98,,Victor Wembanyama,MISS Young 8' Floating Jump Shot,SAS @ ATL,SAS,ATL,"Monday, January 15",1,https://videos.nba.com/nba/pbp/media/2024/01/15/0022300559/33/670424d2-1e97-7263-c94b-cb2f784d30b0_1280x720.mp4
99,,Victor Wembanyama,MISS Johnson 4' Driving Layup,SAS @ ATL,SAS,ATL,"Monday, January 15",1,https://videos.nba.com/nba/pbp/media/2024/01/15/0022300559/63/67d43a48-9729-ca6a-daf8-fdf42fc8d20f_1280x720.mp4
100,,Victor Wembanyama,MISS Capela 1' Dunk,SAS @ ATL,SAS,ATL,"Monday, January 15",1,https://videos.nba.com/nba/pbp/media/2024/01/15/0022300559/75/5a5925bd-923c-8670-33ee-e9b9524fac73_1280x720.mp4
101,,Victor Wembanyama,MISS Okongwu 2' Dunk,SAS @ ATL,SAS,ATL,"Monday, January 15",4,https://videos.nba.com/nba/pbp/media/2024/01/15/0022300559/531/d10e6d73-b68b-f8e4-dc58-c047a35c1629_1280x720.mp4
102,,Victor Wembanyama,MISS Young 11' Floating Jump Shot,SAS @ ATL,SAS,ATL,"Monday, January 15",4,https://videos.nba.com/nba/pbp/media/2024/01/15/0022300559/648/77989f51-9a7a-3acf-a706-21592b740531_1280x720.mp4
103,,Victor Wembanyama,MISS Brissett 5' Running Layup,SAS @ BOS,SAS,BOS,"Wednesday, January 17",4,https://videos.nba.com/nba/pbp/media/2024/01/17/0022300571/522/3dc8c493-3219-0629-bbf7-abaa3f9fa1f2_1280x720.mp4
104,,Victor Wembanyama,MISS Poole 5' Driving Layup,SAS @ WAS,SAS,WAS,"Saturday, January 20",1,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/58/9abc8afb-74d0-2476-87d1-8204a6142128_1280x720.mp4
105,,Victor Wembanyama,MISS Wright 9' Floating Jump Shot,SAS @ WAS,SAS,WAS,"Saturday, January 20",2,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/212/b7d9cd5a-e837-3b36-f042-1803b1542614_1280x720.mp4
106,,Victor Wembanyama,MISS Bagley III 7' Layup,SAS @ WAS,SAS,WAS,"Saturday, January 20",2,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/229/1c5d4ec6-7d91-14bc-e81c-99809cc3138a_1280x720.mp4
107,,Victor Wembanyama,MISS Bagley III 4' Driving Hook Shot,SAS @ WAS,SAS,WAS,"Saturday, January 20",3,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/369/c1c7e1c0-700f-5f6c-c4eb-851526de42ec_1280x720.mp4
108,,Victor Wembanyama,MISS Jones 3' Driving Layup,SAS @ WAS,SAS,WAS,"Saturday, January 20",4,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/676/cfc2ecb9-5374-e95a-e6a8-485953c316e6_1280x720.mp4
109,,Victor Wembanyama,MISS Jones 5' Driving Finger Roll Layup,SAS @ WAS,SAS,WAS,"Saturday, January 20",4,https://videos.nba.com/nba/pbp/media/2024/01/20/0022300594/683/bb3bc1c6-a080-65a1-3d24-92daac06fda5_1280x720.mp4
110,,Victor Wembanyama,MISS Embiid 15' Pullup Jump Shot,SAS @ PHI,SAS,PHI,"Monday, January 22",3,https://videos.nba.com/nba/pbp/media/2024/01/22/0022300608/351/6a48af2c-6636-31d7-f6db-cb9598206b16_1280x720.mp4
111,,Victor Wembanyama,MISS Martin 2' Driving Hook Shot,SAS @ PHI,SAS,PHI,"Monday, January 22",4,https://videos.nba.com/nba/pbp/media/2024/01/22/0022300608/575/3189e838-1446-70d6-1fd2-72c0abd235f3_1280x720.mp4
112,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),OKC @ SAS,OKC,SAS,"Wednesday, January 24",1,https://videos.nba.com/nba/pbp/media/2024/01/24/0022300622/27/b27f0f1f-0150-4bc3-e504-21b0a79f802b_1280x720.mp4
113,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),OKC @ SAS,OKC,SAS,"Wednesday, January 24",1,https://videos.nba.com/nba/pbp/media/2024/01/24/0022300622/40/1a9fb855-0258-84aa-0c89-4fd533cda577_1280x720.mp4
114,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),OKC @ SAS,OKC,SAS,"Wednesday, January 24",2,https://videos.nba.com/nba/pbp/media/2024/01/24/0022300622/222/3503ff22-ac58-9fee-cccc-3dfa6a516b2f_1280x720.mp4
115,,Victor Wembanyama,Wembanyama BLOCK (4 BLK),OKC @ SAS,OKC,SAS,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2024/01/24/0022300622/416/10209ab7-74df-d115-928c-a3e1051379e7_1280x720.mp4
116,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),POR @ SAS,POR,SAS,"Friday, January 26",1,https://videos.nba.com/nba/pbp/media/2024/01/26/0022300641/38/3f0929d7-776b-e6d4-e0a0-aa4e2b360a0f_1280x720.mp4
117,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),POR @ SAS,POR,SAS,"Friday, January 26",1,https://videos.nba.com/nba/pbp/media/2024/01/26/0022300641/44/5c9a1516-7679-46b2-4cc9-13ab7bf9d89d_1280x720.mp4
118,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),MIN @ SAS,MIN,SAS,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/27/0022300649/365/5ad6a4fb-78e4-7371-9519-e52673bc9e55_1280x720.mp4
119,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),MIN @ SAS,MIN,SAS,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/27/0022300649/494/cb0b47f1-12d2-b52b-a70e-98f33c0b9697_1280x720.mp4
120,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),WAS @ SAS,WAS,SAS,"Monday, January 29",2,https://videos.nba.com/nba/pbp/media/2024/01/29/0022300665/273/16e5eb09-2478-c7ef-bc2d-10ddb0b689e5_1280x720.mp4
121,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),WAS @ SAS,WAS,SAS,"Monday, January 29",3,https://videos.nba.com/nba/pbp/media/2024/01/29/0022300665/390/c7ea2161-cf2a-d971-6d92-095a0ec537ef_1280x720.mp4
122,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),WAS @ SAS,WAS,SAS,"Monday, January 29",3,https://videos.nba.com/nba/pbp/media/2024/01/29/0022300665/451/d4024a49-15de-d779-79e5-1b2e1cf26936_1280x720.mp4
123,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),ORL @ SAS,ORL,SAS,"Wednesday, January 31",1,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300681/53/774b02f0-7c0c-1aee-5820-ab3e94a89538_1280x720.mp4
124,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),ORL @ SAS,ORL,SAS,"Wednesday, January 31",2,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300681/205/c187a787-fd1f-9f3c-ed13-b5a7cde0472a_1280x720.mp4
125,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),ORL @ SAS,ORL,SAS,"Wednesday, January 31",3,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300681/359/7a3cb011-b9e9-9297-a058-cfdb1ea3275b_1280x720.mp4
126,,Victor Wembanyama,Wembanyama BLOCK (4 BLK),ORL @ SAS,ORL,SAS,"Wednesday, January 31",3,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300681/506/42e21d08-0ea0-ef60-40e1-b9ca02aa496e_1280x720.mp4
127,,Victor Wembanyama,Wembanyama BLOCK (5 BLK),ORL @ SAS,ORL,SAS,"Wednesday, January 31",4,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300681/651/265d3fe5-ce66-5bcd-eed1-deda297df6d7_1280x720.mp4
128,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),NOP @ SAS,NOP,SAS,"Friday, February 2",1,https://videos.nba.com/nba/pbp/media/2024/02/02/0022300696/33/b6d317e7-95a0-2598-2185-448545d1192e_1280x720.mp4
129,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),NOP @ SAS,NOP,SAS,"Friday, February 2",3,https://videos.nba.com/nba/pbp/media/2024/02/02/0022300696/513/0c6297c7-75e0-bb92-feee-786a4a1e54ad_1280x720.mp4
130,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),NOP @ SAS,NOP,SAS,"Friday, February 2",4,https://videos.nba.com/nba/pbp/media/2024/02/02/0022300696/682/7f3b7de1-baf8-8af7-8424-e6a644ad7614_1280x720.mp4
131,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),CLE @ SAS,CLE,SAS,"Saturday, February 3",2,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300703/168/7c02f77d-c629-fbee-d534-1129e85e61f7_1280x720.mp4
132,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),CLE @ SAS,CLE,SAS,"Saturday, February 3",4,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300703/551/200b7c60-e4a0-5e3c-ac28-74d9f76f0ab3_1280x720.mp4
133,,Victor Wembanyama,MISS Adebayo 5' Driving Reverse Layup,SAS @ MIA,SAS,MIA,"Wednesday, February 7",1,https://videos.nba.com/nba/pbp/media/2024/02/07/0022300730/19/8830e6df-af2c-8db8-3165-c5bd72e27d91_1280x720.mp4
134,,Victor Wembanyama,MISS Fultz 3' Driving Reverse Layup,SAS @ ORL,SAS,ORL,"Thursday, February 8",1,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300734/35/1775bc6a-9dc0-4b23-2fd8-1195fe79aac1_1280x720.mp4
135,,Victor Wembanyama,MISS M. Wagner 6' Turnaround Hook Shot,SAS @ ORL,SAS,ORL,"Thursday, February 8",2,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300734/198/5617f35c-4714-d032-5f85-bf5ab1438ae2_1280x720.mp4
136,,Victor Wembanyama,MISS M. Wagner 2' Running Layup,SAS @ ORL,SAS,ORL,"Thursday, February 8",4,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300734/485/31e57e01-29fc-de42-386f-23d87b9b8d3c_1280x720.mp4
137,,Victor Wembanyama,MISS Claxton 7' Hook Shot,SAS @ BKN,SAS,BKN,"Saturday, February 10",3,https://videos.nba.com/nba/pbp/media/2024/02/10/0022300750/436/14d5c8a7-1107-d755-2c5b-ea30c1bf64f0_1280x720.mp4
138,,Victor Wembanyama,MISS Poeltl 2' Driving Layup,SAS @ TOR,SAS,TOR,"Monday, February 12",1,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/7/f36fab5a-310d-d89d-880d-f6a775c2b801_1280x720.mp4
139,,Victor Wembanyama,MISS Barrett 2' Layup,SAS @ TOR,SAS,TOR,"Monday, February 12",1,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/28/1e11f94e-53fb-c651-6525-ae3ab9541da4_1280x720.mp4
140,,Victor Wembanyama,MISS Poeltl Putback Layup,SAS @ TOR,SAS,TOR,"Monday, February 12",1,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/58/24848e01-94b4-8988-3753-44c3efd1f801_1280x720.mp4
141,,Victor Wembanyama,MISS Poeltl 3' Cutting Layup Shot,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/366/efbd8b55-54c1-4261-ad1f-fb1390481017_1280x720.mp4
142,,Victor Wembanyama,MISS Poeltl 4' Turnaround Hook Shot,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/373/70d1b415-073c-90c6-7fef-a687b7571ad8_1280x720.mp4
143,,Victor Wembanyama,MISS Barnes 4' Turnaround Hook Shot,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/378/fea1b60c-80c1-5397-0e68-e5a77390dab5_1280x720.mp4
144,,Victor Wembanyama,MISS Barnes 4' Putback Layup,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/381/3e12bc4e-38ac-7eec-16aa-52f27a3e7e4d_1280x720.mp4
145,,Victor Wembanyama,MISS Agbaji 2' Running Layup,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/475/29d0f033-0d4e-0cf1-1527-9b25c2bd5c1c_1280x720.mp4
146,,Victor Wembanyama,MISS Barnes 1' Cutting Dunk Shot,SAS @ TOR,SAS,TOR,"Monday, February 12",3,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/492/669293ca-c13e-5f34-96fb-c70f110408cf_1280x720.mp4
147,,Victor Wembanyama,MISS Dick 10' Tip Layup Shot,SAS @ TOR,SAS,TOR,"Monday, February 12",4,https://videos.nba.com/nba/pbp/media/2024/02/12/0022300764/602/854b8081-c413-b213-b71f-9eba8baef8d5_1280x720.mp4
148,,Victor Wembanyama,MISS Washington 2' Running Alley Oop Dunk Shot,SAS @ DAL,SAS,DAL,"Wednesday, February 14",1,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300785/21/e749658c-e87b-847e-65ba-6841f1f9ca35_1280x720.mp4
149,,Victor Wembanyama,MISS Powell 2' Cutting Layup Shot,SAS @ DAL,SAS,DAL,"Wednesday, February 14",1,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300785/85/dbd9326b-b7ad-bd81-8c4b-7d4403d97745_1280x720.mp4
150,,Victor Wembanyama,MISS Green 14' Pullup Jump Shot,SAS @ DAL,SAS,DAL,"Wednesday, February 14",3,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300785/386/e4654dba-b286-204c-27f2-4dd3295b7163_1280x720.mp4
151,,Victor Wembanyama,MISS Huerter 3' Driving Layup,SAS @ SAC,SAS,SAC,"Thursday, February 22",1,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300803/41/f3ba5104-4b65-582f-a995-859faf7992b6_1280x720.mp4
152,,Victor Wembanyama,MISS Sabonis 2' Reverse Layup,SAS @ SAC,SAS,SAC,"Thursday, February 22",2,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300803/162/861b9648-9d64-d86b-a959-ff741c37ff13_1280x720.mp4
153,,Victor Wembanyama,MISS Sabonis 1' Reverse Layup,SAS @ SAC,SAS,SAC,"Thursday, February 22",3,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300803/338/3805a837-11e3-0ee9-5ee3-cc665aebc8ce_1280x720.mp4
154,,Victor Wembanyama,MISS Len 5' Cutting Dunk Shot,SAS @ SAC,SAS,SAC,"Thursday, February 22",4,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300803/495/a65f13ca-4394-d2df-7c47-84c1c0db6fc1_1280x720.mp4
155,,Victor Wembanyama,MISS Len 2' Layup,SAS @ SAC,SAS,SAC,"Thursday, February 22",4,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300803/504/66cab9ac-835d-5028-5830-08ea375bc25d_1280x720.mp4
156,,Victor Wembanyama,MISS Reaves 3' Driving Layup,SAS @ LAL,SAS,LAL,"Friday, February 23",1,https://videos.nba.com/nba/pbp/media/2024/02/23/0022300813/11/a83d3b9e-852f-2567-709d-e31916465908_1280x720.mp4
157,,Victor Wembanyama,MISS Davis 8' Reverse Layup,SAS @ LAL,SAS,LAL,"Friday, February 23",3,https://videos.nba.com/nba/pbp/media/2024/02/23/0022300813/386/fe2b21ae-abe6-db05-93e5-be61b4892e15_1280x720.mp4
158,,Victor Wembanyama,MISS James 19' Turnaround Fadeaway Shot,SAS @ LAL,SAS,LAL,"Friday, February 23",4,https://videos.nba.com/nba/pbp/media/2024/02/23/0022300813/618/70336759-0a3d-4f8e-f6f2-17441bee93da_1280x720.mp4
159,,Victor Wembanyama,MISS Reaves 6' Driving Layup,SAS @ LAL,SAS,LAL,"Friday, February 23",4,https://videos.nba.com/nba/pbp/media/2024/02/23/0022300813/636/f18f1488-cf82-5ec1-cb14-00476076a9d1_1280x720.mp4
160,,Victor Wembanyama,MISS Reaves 4' Driving Layup,SAS @ LAL,SAS,LAL,"Friday, February 23",4,https://videos.nba.com/nba/pbp/media/2024/02/23/0022300813/648/ffd12614-595a-2c99-839e-dd3b9c0f19d6_1280x720.mp4
161,,Victor Wembanyama,MISS Collins 3' Driving Layup,SAS @ UTA,SAS,UTA,"Sunday, February 25",1,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300825/16/1fc209a4-39fa-6514-26d5-1faf967887f9_1280x720.mp4
162,,Victor Wembanyama,MISS Collins 4' Driving Layup,SAS @ UTA,SAS,UTA,"Sunday, February 25",1,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300825/64/c4b9547c-c90b-ccdf-8a13-4002db54708d_1280x720.mp4
163,,Victor Wembanyama,MISS George 4' Driving Layup,SAS @ UTA,SAS,UTA,"Sunday, February 25",1,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300825/69/b174e31c-ee9f-5f7f-3bcc-8067d26ed6b7_1280x720.mp4
164,,Victor Wembanyama,MISS George 3' Driving Layup,SAS @ UTA,SAS,UTA,"Sunday, February 25",3,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300825/390/9940b4a0-7080-6414-5eda-082efec830f3_1280x720.mp4
165,,Victor Wembanyama,MISS Markkanen 4' Driving Dunk,SAS @ UTA,SAS,UTA,"Sunday, February 25",3,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300825/415/2da4c2a2-cb85-d3d6-42f2-c2d1684325d5_1280x720.mp4
166,,Victor Wembanyama,MISS Gobert 2' Cutting Layup Shot,SAS @ MIN,SAS,MIN,"Tuesday, February 27",1,https://videos.nba.com/nba/pbp/media/2024/02/27/0022300838/44/a7b0fb1f-6784-cd26-af33-70ad2909a039_1280x720.mp4
167,,Victor Wembanyama,MISS Morris 3' Putback Layup,SAS @ MIN,SAS,MIN,"Tuesday, February 27",2,https://videos.nba.com/nba/pbp/media/2024/02/27/0022300838/306/85143a0b-0415-25a9-c769-aa30fff823e5_1280x720.mp4
168,,Victor Wembanyama,MISS Alexander-Walker 1' Driving Finger Roll Layup,SAS @ MIN,SAS,MIN,"Tuesday, February 27",3,https://videos.nba.com/nba/pbp/media/2024/02/27/0022300838/413/59494911-5f61-5041-4e73-99307fbb556b_1280x720.mp4
169,,Victor Wembanyama,MISS Gobert 1' Putback Layup,SAS @ MIN,SAS,MIN,"Tuesday, February 27",4,https://videos.nba.com/nba/pbp/media/2024/02/27/0022300838/621/d0885bcd-74e2-8946-00f0-485c02585189_1280x720.mp4
170,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),OKC @ SAS,OKC,SAS,"Thursday, February 29",1,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300853/55/7c212548-47c8-1600-33c3-576280ecb53f_1280x720.mp4
171,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),OKC @ SAS,OKC,SAS,"Thursday, February 29",1,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300853/63/57daae49-e6fd-cfb1-6cb5-b68dce45a8d7_1280x720.mp4
172,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),OKC @ SAS,OKC,SAS,"Thursday, February 29",2,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300853/227/945e6616-1f77-8ca6-d965-9ab91cb7ada9_1280x720.mp4
173,,Victor Wembanyama,Wembanyama BLOCK (4 BLK),OKC @ SAS,OKC,SAS,"Thursday, February 29",4,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300853/537/04bae6b5-d5bf-c22b-3663-6d4fd6c33be1_1280x720.mp4
174,,Victor Wembanyama,Wembanyama BLOCK (5 BLK),OKC @ SAS,OKC,SAS,"Thursday, February 29",4,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300853/635/f2647922-da48-cd77-e25e-966c0e85a6db_1280x720.mp4
175,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",2,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/177/36fdc1e0-39e2-e3e0-6996-6448cee709fb_1280x720.mp4
176,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",2,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/210/d8b87281-52e7-b36d-e600-3e60ce396200_1280x720.mp4
177,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",3,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/333/a4f68397-85ff-38c2-8796-86c5a3ef490f_1280x720.mp4
178,,Victor Wembanyama,Wembanyama BLOCK (4 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",3,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/366/540d8940-e156-f5a9-1fe3-efa62d0b2f36_1280x720.mp4
179,,Victor Wembanyama,Wembanyama BLOCK (5 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",3,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/387/e9bf7e96-0ee8-bbab-e2d4-694c37cd6e90_1280x720.mp4
180,,Victor Wembanyama,Wembanyama BLOCK (6 BLK),IND @ SAS,IND,SAS,"Sunday, March 3",4,https://videos.nba.com/nba/pbp/media/2024/03/03/0022300877/614/55ad8c7d-6dc9-f2c5-76c2-dec17107a9ae_1280x720.mp4
181,,Victor Wembanyama,MISS Sengun 3' Hook Shot,SAS @ HOU,SAS,HOU,"Tuesday, March 5",1,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/9/4a82de6b-4275-5063-f48c-e7356b68f9d5_1280x720.mp4
182,,Victor Wembanyama,MISS Landale 1' Tip Layup Shot,SAS @ HOU,SAS,HOU,"Tuesday, March 5",1,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/158/e3c91ea6-e470-7158-4ba1-0d0bbeb632b4_1280x720.mp4
183,,Victor Wembanyama,MISS Holiday 3' Turnaround Hook Shot,SAS @ HOU,SAS,HOU,"Tuesday, March 5",2,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/168/4665ffe6-5521-a131-f1f4-bd6305ad7aa0_1280x720.mp4
184,,Victor Wembanyama,MISS Sengun 3' Driving Layup,SAS @ HOU,SAS,HOU,"Tuesday, March 5",3,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/343/693c3a59-58c8-e3d5-2c7e-ac832950f88d_1280x720.mp4
185,,Victor Wembanyama,MISS Sengun 2' Driving Layup,SAS @ HOU,SAS,HOU,"Tuesday, March 5",4,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/577/35bfad42-7b43-eb0d-d3ed-29ba7800d0ca_1280x720.mp4
186,,Victor Wembanyama,MISS Sengun 4' Cutting Layup Shot,SAS @ HOU,SAS,HOU,"Tuesday, March 5",4,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/600/ee77deb0-2a47-3fbc-01c2-8afef474e66e_1280x720.mp4
187,,Victor Wembanyama,MISS Sengun 2' Driving Layup,SAS @ HOU,SAS,HOU,"Tuesday, March 5",4,https://videos.nba.com/nba/pbp/media/2024/03/05/0022300891/632/a8254e4a-ba3c-749f-2639-c2662947f278_1280x720.mp4
188,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),GSW @ SAS,GSW,SAS,"Monday, March 11",3,https://videos.nba.com/nba/pbp/media/2024/03/11/0022300936/469/415f7d81-f41e-1366-8129-e6ed5f99f58e_1280x720.mp4
189,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),GSW @ SAS,GSW,SAS,"Monday, March 11",4,https://videos.nba.com/nba/pbp/media/2024/03/11/0022300936/652/44e9a430-f791-27bc-2671-828ac190eb71_1280x720.mp4
190,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),HOU @ SAS,HOU,SAS,"Tuesday, March 12",2,https://videos.nba.com/nba/pbp/media/2024/03/12/0022300942/155/7ef52e95-f431-6ebd-b9c9-e3aaf4e68a2b_1280x720.mp4
191,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),HOU @ SAS,HOU,SAS,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2024/03/12/0022300942/508/26e80380-cb70-611c-b510-af85ef13614d_1280x720.mp4
192,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),DEN @ SAS,DEN,SAS,"Friday, March 15",1,https://videos.nba.com/nba/pbp/media/2024/03/15/0022300965/7/201266f7-12e7-72a2-fc47-72472c8139c6_1280x720.mp4
193,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),DEN @ SAS,DEN,SAS,"Friday, March 15",2,https://videos.nba.com/nba/pbp/media/2024/03/15/0022300965/221/d2f9bf65-58b6-1ab0-8260-13fa34ce0099_1280x720.mp4
194,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),DEN @ SAS,DEN,SAS,"Friday, March 15",2,https://videos.nba.com/nba/pbp/media/2024/03/15/0022300965/231/4e841891-2bc5-ad6d-6610-cee5182c935a_1280x720.mp4
195,,Victor Wembanyama,Wembanyama BLOCK (1 BLK),BKN @ SAS,BKN,SAS,"Sunday, March 17",1,https://videos.nba.com/nba/pbp/media/2024/03/17/0022300981/12/b0c0bc04-a057-549c-bfb6-28f009bead7d_1280x720.mp4
196,,Victor Wembanyama,Wembanyama BLOCK (2 BLK),BKN @ SAS,BKN,SAS,"Sunday, March 17",2,https://videos.nba.com/nba/pbp/media/2024/03/17/0022300981/229/98f75a47-a8b8-9b87-785b-8def8a01d9b4_1280x720.mp4
197,,Victor Wembanyama,Wembanyama BLOCK (3 BLK),BKN @ SAS,BKN,SAS,"Sunday, March 17",3,https://videos.nba.com/nba/pbp/media/2024/03/17/0022300981/340/d70de823-31aa-c21c-2ce0-c6f3525046ff_1280x720.mp4
198,,Victor Wembanyama,Wembanyama BLOCK (4 BLK),BKN @ SAS,BKN,SAS,"Sunday, March 17",3,https://videos.nba.com/nba/pbp/media/2024/03/17/0022300981/342/7ae50098-3f75-7b40-9b21-6beb91ec9ac0_1280x720.mp4
