SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,GSW @ DEN,GSW,DEN,"Sunday, October 21",3,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800038/447/4a3a61a1-32b4-2caa-527f-f77fd57db929_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),OREB,GSW @ DEN,GSW,DEN,"Sunday, October 21",4,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800038/582/694088fd-b062-def9-4cd3-49454da97a6e_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:4),OREB,SAC @ DEN,SAC,DEN,"Tuesday, October 23",1,https://videos.nba.com/nba/pbp/media/2018/10/23/0021800051/116/4780a261-6118-476c-d94a-038939404b1a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,SAC @ DEN,SAC,DEN,"Tuesday, October 23",1,https://videos.nba.com/nba/pbp/media/2018/10/23/0021800051/133/8b3b9852-5100-ad6d-af29-b66b4e49ad69_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,DEN @ LAL,DEN,LAL,"Thursday, October 25",1,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800066/64/90527a76-5ce5-3406-a91a-0985428b4230_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,DEN @ LAL,DEN,LAL,"Thursday, October 25",3,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800066/421/71f5aefb-bfe1-5940-cf48-c838d25c7a0e_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),OREB,DEN @ LAL,DEN,LAL,"Thursday, October 25",3,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800066/467/428310a5-c69b-aff8-f3a0-5b0a0100d224_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),OREB,NOP @ DEN,NOP,DEN,"Monday, October 29",2,https://videos.nba.com/nba/pbp/media/2018/10/29/0021800095/310/7d3da3a2-d597-62c5-8d67-ebe52f4e1a18_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,DEN @ CHI,DEN,CHI,"Wednesday, October 31",1,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/82/044a339b-cd41-cb16-7785-27366615304b_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),OREB,DEN @ CHI,DEN,CHI,"Wednesday, October 31",3,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/369/b10ef5da-a2ba-2b3f-271a-37ce94b9e7f2_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:4),OREB,DEN @ CHI,DEN,CHI,"Wednesday, October 31",3,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/371/51fb0f2d-a96f-020e-3e4b-534eb7241911_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:4),OREB,DEN @ CHI,DEN,CHI,"Wednesday, October 31",4,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/596/7efa786e-fd26-deaf-6a8c-4af752506e53_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:5 Def:5),OREB,DEN @ CHI,DEN,CHI,"Wednesday, October 31",5,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/675/098ab91a-b394-38e2-c6b7-f42fde10a849_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ CLE,DEN,CLE,"Thursday, November 1",1,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800112/32/7c10f7cf-901e-aafa-02a5-b406684c8ae8_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,UTA @ DEN,UTA,DEN,"Saturday, November 3",1,https://videos.nba.com/nba/pbp/media/2018/11/03/0021800131/55/830339a9-017c-6ff4-23ba-307a7ddc069d_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),OREB,UTA @ DEN,UTA,DEN,"Saturday, November 3",3,https://videos.nba.com/nba/pbp/media/2018/11/03/0021800131/443/770da200-b188-6c34-d450-692c9e490000_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:7),OREB,UTA @ DEN,UTA,DEN,"Saturday, November 3",4,https://videos.nba.com/nba/pbp/media/2018/11/03/0021800131/663/dde35b37-2caf-1a03-eabb-11c8e318a77c_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),OREB,BOS @ DEN,BOS,DEN,"Monday, November 5",2,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800145/242/565dec64-7fe3-5193-efe8-a3733954fc23_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,BOS @ DEN,BOS,DEN,"Monday, November 5",3,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800145/348/777d1a75-2705-e1ba-535f-c3987238f152_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ MEM,DEN,MEM,"Wednesday, November 7",1,https://videos.nba.com/nba/pbp/media/2018/11/07/0021800158/28/eb9b13cc-0bc4-cd78-e09b-c5184b4338fd_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",1,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/29/da477410-22e6-b495-6972-af9cd9d5c1b7_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",2,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/224/50252e7b-8d19-1a18-0dc8-5a38e1bf7cef_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",2,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/259/ca077777-6975-1614-df29-0786aefa6916_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:7),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",2,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/274/c7be043d-28df-1043-f790-c0aebe1f5d79_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:5 Def:8),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",3,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/355/e0244c8c-4507-9533-6909-6939db58f578_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:6 Def:12),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",3,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/447/68f93e41-0acd-d6cd-f3e7-d2212ed3c675_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:7 Def:12),OREB,BKN @ DEN,BKN,DEN,"Friday, November 9",4,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800171/645/cda14246-37f5-f39b-8261-481064d5a01b_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),OREB,MIL @ DEN,MIL,DEN,"Sunday, November 11",3,https://videos.nba.com/nba/pbp/media/2018/11/11/0021800187/324/bfd110b2-cd63-4c69-91bf-91f7348805fb_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),OREB,HOU @ DEN,HOU,DEN,"Tuesday, November 13",2,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/267/11746037-8ba4-c35a-e85b-6ab5802f571a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,HOU @ DEN,HOU,DEN,"Tuesday, November 13",3,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/381/164a8462-5ef2-917a-f0bf-ff9bb310b1f7_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),OREB,HOU @ DEN,HOU,DEN,"Tuesday, November 13",3,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/384/98103cb1-5f9a-14bc-12c3-677cdfbb3704_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:8),OREB,HOU @ DEN,HOU,DEN,"Tuesday, November 13",4,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/585/0c27ca11-7b6e-8dc4-eb62-67ed180b666d_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),OREB,ATL @ DEN,ATL,DEN,"Thursday, November 15",1,https://videos.nba.com/nba/pbp/media/2018/11/15/0021800214/49/25093c92-d649-688c-e261-41f5f4bff937_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),OREB,DEN @ NOP,DEN,NOP,"Saturday, November 17",1,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800228/62/e9247709-e96c-6d60-491c-d43d9fabfb15_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:1),OREB,DEN @ NOP,DEN,NOP,"Saturday, November 17",1,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800228/105/a93ef4ef-3237-630f-5dd9-bc16bbbbb2ce_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),OREB,DEN @ NOP,DEN,NOP,"Saturday, November 17",3,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800228/453/f6ed6606-6fb5-bad0-6729-6d51f1cbcd9c_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ MIL,DEN,MIL,"Monday, November 19",1,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800245/17/81122c43-2c81-a467-83cb-1386846fe3ec_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:0),OREB,DEN @ MIL,DEN,MIL,"Monday, November 19",1,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800245/97/020b8ac7-a725-8791-bf07-430186063c4a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:2),OREB,DEN @ MIL,DEN,MIL,"Monday, November 19",4,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800245/642/80ca27a6-6c37-fb7c-c4e7-362e26c1271e_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ MIN,DEN,MIN,"Wednesday, November 21",1,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800260/19/b38516de-01f6-6fdf-817e-ee378fd440c1_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:7),OREB,DEN @ MIN,DEN,MIN,"Wednesday, November 21",3,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800260/349/7bc4d089-bb74-fda8-9b63-89c130da0618_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,ORL @ DEN,ORL,DEN,"Friday, November 23",1,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800276/17/7cf8f040-da85-feef-ca70-fd967e813909_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:0),OREB,ORL @ DEN,ORL,DEN,"Friday, November 23",1,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800276/19/32565612-6072-55db-30e4-39b8aea4cca6_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),OREB,ORL @ DEN,ORL,DEN,"Friday, November 23",3,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800276/347/a9f03343-6dad-556e-c967-443da6d034d7_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,DEN @ OKC,DEN,OKC,"Saturday, November 24",2,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/332/4479cedd-d310-25a7-a89d-136eb52a6578_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),OREB,DEN @ OKC,DEN,OKC,"Saturday, November 24",4,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/612/fc7e65bd-130f-e47f-85e9-42c4c35e73e0_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ POR,DEN,POR,"Friday, November 30",1,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800329/21/2ba4e065-30fd-0616-f521-f3a35b36918c_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),OREB,DEN @ POR,DEN,POR,"Friday, November 30",3,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800329/415/0495d89b-00a2-d2b3-4df7-2b0fd1f8ff4b_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:3),OREB,DEN @ POR,DEN,POR,"Friday, November 30",4,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800329/587/4cbc0fb4-1f9c-d701-b7e3-dea08d219885_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ TOR,DEN,TOR,"Monday, December 3",1,https://videos.nba.com/nba/pbp/media/2018/12/03/0021800347/16/35085b9e-4251-2b7a-d669-50e56d5b04a5_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),OREB,DEN @ TOR,DEN,TOR,"Monday, December 3",2,https://videos.nba.com/nba/pbp/media/2018/12/03/0021800347/283/887f6d56-291a-9847-228a-a64d59cff795_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:4),OREB,DEN @ TOR,DEN,TOR,"Monday, December 3",3,https://videos.nba.com/nba/pbp/media/2018/12/03/0021800347/387/c31e5610-6afb-85c3-3f3a-c3cab8aaea1b_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:4),OREB,DEN @ TOR,DEN,TOR,"Monday, December 3",3,https://videos.nba.com/nba/pbp/media/2018/12/03/0021800347/414/841cad7d-8705-5f09-8f7f-0277dddff078_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ CHA,DEN,CHA,"Friday, December 7",1,https://videos.nba.com/nba/pbp/media/2018/12/07/0021800368/12/1260c2ee-2d1f-a8ea-57b1-b3730526ef77_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),OREB,DEN @ CHA,DEN,CHA,"Friday, December 7",4,https://videos.nba.com/nba/pbp/media/2018/12/07/0021800368/608/9aab4118-e98d-ac09-9298-b5c26a0954c8_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:5),OREB,DEN @ CHA,DEN,CHA,"Friday, December 7",4,https://videos.nba.com/nba/pbp/media/2018/12/07/0021800368/658/175ea3da-59a9-3f93-734e-ee9d8437a31d_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:6),OREB,DEN @ CHA,DEN,CHA,"Friday, December 7",4,https://videos.nba.com/nba/pbp/media/2018/12/07/0021800368/687/e12d3aba-3a7e-3dac-121c-6b4ee7b238f8_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ ATL,DEN,ATL,"Saturday, December 8",1,https://videos.nba.com/nba/pbp/media/2018/12/08/0021800380/13/17840676-65c2-5542-ce87-923f5640caa1_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),OREB,DEN @ ATL,DEN,ATL,"Saturday, December 8",2,https://videos.nba.com/nba/pbp/media/2018/12/08/0021800380/215/983c1576-71d4-e358-e381-4cb78b1ef019_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:5),OREB,DEN @ ATL,DEN,ATL,"Saturday, December 8",3,https://videos.nba.com/nba/pbp/media/2018/12/08/0021800380/381/d91f2033-44ed-a829-4cf3-68666929f9fc_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:7),OREB,DEN @ ATL,DEN,ATL,"Saturday, December 8",4,https://videos.nba.com/nba/pbp/media/2018/12/08/0021800380/619/c36eba98-6106-63b1-1e52-ee91d65cb8d2_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:3),OREB,MEM @ DEN,MEM,DEN,"Monday, December 10",2,https://videos.nba.com/nba/pbp/media/2018/12/10/0021800398/238/5a268c55-f4b1-8dc5-3f1e-166b98302ee1_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:4),OREB,MEM @ DEN,MEM,DEN,"Monday, December 10",2,https://videos.nba.com/nba/pbp/media/2018/12/10/0021800398/284/ddb72c9c-304e-1417-7047-b8fd0e3b9f6b_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:9),OREB,MEM @ DEN,MEM,DEN,"Monday, December 10",4,https://videos.nba.com/nba/pbp/media/2018/12/10/0021800398/558/9d38e533-05be-8718-c5a4-f272df583f4c_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,OKC @ DEN,OKC,DEN,"Friday, December 14",1,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/57/acbcb763-4f97-fe1c-8b8b-40c5a4af4986_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:11),OREB,OKC @ DEN,OKC,DEN,"Friday, December 14",3,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/497/3e0c770d-2d13-dfbb-0c7c-1aea4d29d9e7_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:11),OREB,OKC @ DEN,OKC,DEN,"Friday, December 14",3,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/501/50b55c89-c4c8-247f-995e-35db9002e30d_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,TOR @ DEN,TOR,DEN,"Sunday, December 16",1,https://videos.nba.com/nba/pbp/media/2018/12/16/0021800442/64/22749744-eee0-df7c-17a9-26784d044942_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:5),OREB,TOR @ DEN,TOR,DEN,"Sunday, December 16",3,https://videos.nba.com/nba/pbp/media/2018/12/16/0021800442/351/41d6cf88-ddb2-6393-c068-a7c8b344dbe8_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:5),OREB,TOR @ DEN,TOR,DEN,"Sunday, December 16",3,https://videos.nba.com/nba/pbp/media/2018/12/16/0021800442/353/31971943-d9ad-d463-2873-dd55e58ae572_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:6),OREB,TOR @ DEN,TOR,DEN,"Sunday, December 16",4,https://videos.nba.com/nba/pbp/media/2018/12/16/0021800442/584/664f3e05-8502-b0c2-5627-6bf4d31e7713_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:1),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",1,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/46/67c55683-c261-07d0-45e5-2faf1a2c20d3_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",1,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/129/5ad021de-bfd2-71f5-307a-b7f4891d84e3_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:3),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",2,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/254/169392f5-6218-1bc4-f536-a1fd50fd6656_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:3),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",2,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/260/3a41a1f0-be61-0948-28f3-1430b9872707_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:5 Def:4),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",2,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/313/23e1d068-b073-9edf-928f-d3232c33c323_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:6 Def:9),OREB,DAL @ DEN,DAL,DEN,"Tuesday, December 18",4,https://videos.nba.com/nba/pbp/media/2018/12/18/0021800454/597/c8736638-b866-6491-6e30-a17332977c04_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,DEN @ LAC,DEN,LAC,"Saturday, December 22",2,https://videos.nba.com/nba/pbp/media/2018/12/22/0021800479/283/d81dc91e-c7b2-f829-9895-3f7ef76ec867_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),OREB,DEN @ LAC,DEN,LAC,"Saturday, December 22",2,https://videos.nba.com/nba/pbp/media/2018/12/22/0021800479/312/84d4beb7-2a53-53a3-3c98-651005d62e51_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,DEN @ SAS,DEN,SAS,"Wednesday, December 26",2,https://videos.nba.com/nba/pbp/media/2018/12/26/0021800510/167/36a3a727-f3e5-dd23-12e3-4d9bd45c6e79_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:2),OREB,DEN @ SAS,DEN,SAS,"Wednesday, December 26",2,https://videos.nba.com/nba/pbp/media/2018/12/26/0021800510/299/da0c09db-6c96-596c-9a0d-60178ee4166e_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:7),OREB,DEN @ PHX,DEN,PHX,"Saturday, December 29",4,https://videos.nba.com/nba/pbp/media/2018/12/29/0021800533/622/f1184b8b-b770-c9b6-06d7-ff801ec2786a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:2),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",1,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/156/8e2a2105-f555-22ec-c3ab-b642624d7379_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:6),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",3,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/438/2a31c2fa-5457-a264-47b3-624c301c9ef8_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:6),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",3,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/440/0950046b-45a7-62cd-e244-5b95111dff27_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:7),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",4,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/613/088a1e33-84a0-c2a3-0fd1-0be56a9bb8e2_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:5 Def:8),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",4,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/628/452de743-11c1-602e-5233-d74e28348355_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:6 Def:8),OREB,NYK @ DEN,NYK,DEN,"Tuesday, January 1",4,https://videos.nba.com/nba/pbp/media/2019/01/01/0021800551/633/ca128a5e-b619-8766-57b0-7dc2f5dfe592_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:6),OREB,DEN @ SAC,DEN,SAC,"Thursday, January 3",3,https://videos.nba.com/nba/pbp/media/2019/01/03/0021800564/395/38201b68-a735-cb4a-e1f8-41198cf4abfd_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:9),OREB,DEN @ SAC,DEN,SAC,"Thursday, January 3",4,https://videos.nba.com/nba/pbp/media/2019/01/03/0021800564/581/5cfea6b1-afe5-f7ea-d859-0bcf5e99e2c9_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:9),OREB,DEN @ SAC,DEN,SAC,"Thursday, January 3",4,https://videos.nba.com/nba/pbp/media/2019/01/03/0021800564/583/60ff5340-d16a-23ed-e38d-b530d5c5055c_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",1,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/29/5c121533-a349-5ceb-5874-1d485aaaf5e0_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:0),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",1,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/58/637dc3f7-2931-6685-be6c-435bbdd9de32_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:0),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",1,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/70/551f42f0-d07d-54b0-8423-b8937dc39b7a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:4 Def:0),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",1,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/104/7ff001c2-364b-4c44-9c0f-7b6974c859d7_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:5 Def:2),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",2,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/301/3a0fa4f2-8aaa-ef95-eba1-ddf2ff70b740_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:6 Def:2),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",3,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/425/6f59097b-b7bf-040c-e92a-ab510cd18b3a_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:7 Def:4),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",4,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/604/eb9c2f71-2893-79ba-bc80-7b495140ebe4_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:8 Def:4),OREB,CHA @ DEN,CHA,DEN,"Saturday, January 5",4,https://videos.nba.com/nba/pbp/media/2019/01/05/0021800576/652/63c64cc2-2b82-01f6-851c-b9f119c25057_1280x720.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:1 Def:0),OREB,DEN @ HOU,DEN,HOU,"Monday, January 7",1,https://videos.nba.com/nba/static/missing.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:2 Def:3),OREB,DEN @ HOU,DEN,HOU,"Monday, January 7",1,https://videos.nba.com/nba/static/missing.mp4
2018-19,32,Nikola Jokić,Jokic REBOUND (Off:3 Def:4),OREB,DEN @ HOU,DEN,HOU,"Monday, January 7",2,https://videos.nba.com/nba/static/missing.mp4
